ageGroup,region,relation,gender,planClassKey,industryKey,operatorTypeKey,memberCount
29-33,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,205
34-38,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,406
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,208
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,474
24-28,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,47
24-28,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,26
24-28,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,362
34-38,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,41
19-23,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,325
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,452
19-23,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,157
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,213
59-63,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,82
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,270
49-53,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,247
49-53,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,450
19-23,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,222
44-48,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,289
39-43,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,316
19-23,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,81
39-43,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,311
34-38,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,476
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,423
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,50
24-28,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,111
29-33,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,241
39-43,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,211
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,226
44-48,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,16
39-43,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,178
44-48,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,493
29-33,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,305
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,115
19-23,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,474
29-33,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,496
0-18,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,89
19-23,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,127
59-63,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,174
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,141
34-38,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,240
34-38,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,472
34-38,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,161
44-48,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,345
44-48,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,413
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,57
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,63
19-23,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,101
24-28,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,345
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,267
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,318
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,472
44-48,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,423
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,480
0-18,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,209
39-43,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,343
19-23,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,6
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,299
34-38,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,173
29-33,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,476
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,431
44-48,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,44
24-28,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,9
39-43,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,436
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,337
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,115
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,317
54-58,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,233
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,130
24-28,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,254
34-38,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,47
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,458
39-43,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,66
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,332
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,470
59-63,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,102
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,163
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,251
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,118
49-53,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,204
39-43,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,190
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,223
49-53,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,348
44-48,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,398
49-53,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,213
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,89
29-33,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,238
54-58,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,222
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,461
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,419
24-28,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,157
34-38,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,483
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,276
24-28,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,310
0-18,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,391
59-63,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,293
44-48,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,323
59-63,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,350
44-48,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,114
49-53,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,420
49-53,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,426
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,464
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,66
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,35
29-33,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,142
34-38,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,253
59-63,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,465
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,145
19-23,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,199
49-53,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,213
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,49
19-23,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,221
59-63,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,233
19-23,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,58
24-28,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,313
34-38,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,403
44-48,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,317
34-38,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,5
49-53,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,145
54-58,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,204
29-33,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,104
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,388
39-43,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,301
39-43,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,9
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,129
54-58,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,174
34-38,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,172
0-18,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,236
44-48,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,145
54-58,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,500
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,36
49-53,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,99
59-63,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,109
44-48,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,101
34-38,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,162
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,320
59-63,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,80
44-48,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,358
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,63
34-38,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,315
54-58,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,74
44-48,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,188
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,19
39-43,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,393
24-28,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,F,null,null,null,55
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,265
24-28,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,289
24-28,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,300
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,460
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,375
59-63,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,389
24-28,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,451
29-33,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,45
44-48,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,127
39-43,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,173
24-28,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,77
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,336
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,127
24-28,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,183
34-38,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,21
24-28,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,478
29-33,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,356
59-63,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,178
19-23,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,370
29-33,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,398
19-23,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,143
24-28,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,12
34-38,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,435
0-18,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,279
19-23,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,4
0-18,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,251
34-38,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,306
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,273
49-53,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,199
49-53,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,147
54-58,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,467
44-48,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,420
49-53,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,358
34-38,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,498
44-48,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,65
39-43,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,44
59-63,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,352
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,394
34-38,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,69
49-53,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,306
19-23,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,344
34-38,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,307
24-28,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,25
39-43,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,41
49-53,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,255
24-28,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,226
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,109
29-33,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,370
0-18,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,338
29-33,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,171
59-63,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,56
19-23,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,419
44-48,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,164
24-28,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,64
24-28,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,111
44-48,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,63
29-33,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,479
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,69
39-43,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,143
29-33,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,336
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,376
24-28,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,409
34-38,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,169
44-48,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,65
54-58,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,77
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,84
24-28,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,31
54-58,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,276
39-43,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,70
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,61
39-43,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,121
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,469
54-58,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,344
29-33,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,152
29-33,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,117
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,58
24-28,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,418
19-23,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,483
34-38,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,331
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,121
59-63,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,422
44-48,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,244
34-38,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,228
49-53,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,127
29-33,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,160
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,314
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,252
29-33,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,49
49-53,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,226
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,205
39-43,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,300
24-28,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,37
24-28,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,328
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,439
54-58,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,42
54-58,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,424
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,157
54-58,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,192
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,19
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,80
19-23,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,104
29-33,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,66
44-48,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,175
24-28,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,101
54-58,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,180
39-43,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,334
39-43,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,117
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,484
24-28,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,77
39-43,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,220
24-28,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,275
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,228
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,182
19-23,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,91
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,329
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,59
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,229
19-23,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,333
34-38,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,259
39-43,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,195
54-58,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,63
44-48,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,309
29-33,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,232
29-33,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,483
39-43,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,29
24-28,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,468
29-33,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,396
34-38,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,49
44-48,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,38
19-23,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,79
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,465
59-63,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,283
29-33,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,151
0-18,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,296
34-38,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,340
29-33,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,28
19-23,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,343
39-43,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,226
54-58,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,251
39-43,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,80
59-63,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,484
44-48,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,77
39-43,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,492
49-53,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,181
44-48,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,227
24-28,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,85
24-28,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,46
39-43,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,257
24-28,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,305
34-38,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,307
19-23,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,113
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,348
24-28,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,499
34-38,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,135
34-38,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,215
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,131
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,485
39-43,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,240
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,386
19-23,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,421
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,400
59-63,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,405
49-53,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,282
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,225
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,109
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,320
29-33,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,142
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,78
44-48,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,421
39-43,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,96
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,170
34-38,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,386
24-28,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,57
19-23,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,191
44-48,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,265
54-58,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,173
54-58,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,386
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,334
44-48,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,432
49-53,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,215
24-28,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,424
29-33,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,437
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,43
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,66
54-58,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,381
44-48,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,168
44-48,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,131
29-33,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,104
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,201
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,473
39-43,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,392
