ageGroup,region,relation,claimType,conditionGrouping,gender,planClassKey,industryKey,operatorTypeKey,currYearClaimCount,currYearTotalClaimCostAmount,prevYearClaimCount,prevYearTotalClaimCostAmount,prevYearTotalSettledClaimAmount,currYearTotalSettledClaimAmount
59-63,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,9,1859.66,8,951.07,1201.07,2476.66
19-23,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,16,1971.28,8,1631.32,1678.32,2320.28
44-48,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,2,7697,0,0,44,8137
0-18,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_LENSES,M,null,null,null,0,0,2,900,1884,581
29-33,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,14,3918,3,861,1206,4633
19-23,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,0,0,14,4347,4655,966
24-28,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,49,4946,103,9390,9424,5040
44-48,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,1,250,1,125,195,859
54-58,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,0,0,11,1238,2215,322
49-53,REGION_NORTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,1,90,0,0,629,513
24-28,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,0,0,1,249,578,416
34-38,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,71,8122.13,67,4917.95,5706.95,8654.13
19-23,REGION_NORTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,1,100,3,460,597,473
19-23,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,52,7081.49,68,9998.03,10227.03,7393.49
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,180,16579.12,156,14304.05,14497.05,17508.12
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,26,4224.04,30,3451.93,3977.93,5061.04
24-28,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,17,2584.72,9,1198,1628,3051.72
0-18,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,76,9395.83,31,1860.21,2162.21,9936.83
54-58,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,0,0,8,5730.91,6715.91,419
59-63,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,4,2899,6,3325,3643,2962
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,6,4239.69,5,3572,4087,4712.69
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,441,45999.03,469,52924.58,53535.58,46867.03
0-18,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,1,100,0,0,295,1076
19-23,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,8,1156,33,2197.2,2797.2,1471
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,56,6545,97,10125,10580,6944
39-43,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,1,1021,1,837,1008,1625
19-23,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,13,8651.8,2,1657,1939,9032.8
59-63,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_LENSES,M,null,null,null,1,40,1,100,546,159
29-33,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,1,134,36,8885,9696,297
24-28,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,35,3689,25,1360,1800,4010
19-23,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,13,4279,0,0,876,5157
39-43,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,44,7219.6,57,5758.39,6530.39,7641.6
19-23,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,8,972.22,11,2782.03,2883.03,1548.22
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,7,1018.82,14,2185.91,2307.91,1547.82
29-33,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,144,17695.66,96,12316.64,12766.64,18247.66
24-28,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,27,2245,25,3530,4251,2689
34-38,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,25,10996.93,41,24583.88,24716.88,11735.93
34-38,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,8,17335.26,0,0,695,17801.26
49-53,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,0,0,1,1084,1257,674
49-53,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,0,0,3,570,1412,981
29-33,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,2,523.5,11,12228,12534,1472.5
24-28,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,2,400,0,0,315,756
24-28,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,M,null,null,null,6,3210,9,6134.5,7044.5,3886
54-58,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,3,5209.38,0,0,945,5505.38
24-28,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,6,480,0,0,197,886
54-58,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,0,0,15,2078.36,2739.36,522
19-23,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,0,0,4,7844,8762,884
39-43,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,88,13590.11,42,8703.46,9082.46,14075.11
24-28,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,67,42582.19,41,22978.6,23293.6,42784.19
34-38,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,26,3174.5,39,6350,7293,3924.5
39-43,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,2,1359.84,5,4854.54,5038.54,2326.84
44-48,REGION_WALES,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,1,146,7,1260,1812,611
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,3,2161,0,0,671,2377
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,7,800,7,836.29,1087.29,1498
34-38,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,135,24524.88,82,18010.01,18852.01,25321.88
34-38,REGION_NORTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,10,8025.5,3,1587.5,2098.5,8182.5
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,33,3382,25,2355,2854,4084
49-53,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,1,121.63,7,842.28,1722.28,635.63
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,0,0,7,5422,5960,153
29-33,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_LENSES,F,null,null,null,4,5366.6,12,5120.82,5169.82,6087.6
44-48,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_LENSES,M,null,null,null,6,3789,0,0,585,3850
59-63,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,3,250,0,0,548,1232
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,249,26246.26,225,24340.92,24629.92,27186.26
39-43,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,3,3627,0,0,14,3649
54-58,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,1,125,0,0,667,455
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,4,3404.42,0,0,601,4089.42
54-58,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,0,0,3,1506,1827,680
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,66,12347.43,93,15661.11,16566.11,12580.43
19-23,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,1,370,2,335,989,700
44-48,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,12,4744.5,8,7554,7782,4980.5
19-23,REGION_NORTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,12,1946.87,1,245,969,2497.87
49-53,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,10,2944.35,0,0,232,3082.35
59-63,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,2,400,0,0,48,443
39-43,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,34,8470.55,22,3490.67,3893.67,8675.55
34-38,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,40,22971.21,23,13687.18,13806.18,23237.21
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,12,1118,3,700,1170,2102
34-38,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,66,4430.19,56,6470.21,7152.21,4612.19
59-63,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,10,3717,2,1248.5,1519.5,3888
34-38,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,232,20231.87,144,9558.43,9857.43,20685.87
0-18,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,M,null,null,null,17,7682.5,23,10563.5,11112.5,7799.5
19-23,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,3,610,0,0,984,1322
29-33,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,4,2558.5,3,4009,4710,3386.5
24-28,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_LENSES,M,null,null,null,4,727.11,2,190,1027,1104.11
34-38,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,507,58903.52,432,59377.09,59640.09,59124.52
29-33,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,14,4248.42,26,5272.63,6146.63,4949.42
24-28,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,2,122,0,0,26,468
19-23,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,16,7899.5,6,3478.5,4334.5,8496.5
49-53,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,10,9121.2,8,2782.31,3739.31,9868.2
24-28,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,147,20216.85,74,16886.86,17406.86,20476.85
49-53,REGION_NORTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,3,899.58,5,157.94,915.94,1523.58
19-23,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,5,606.25,13,956.2,1221.2,1593.25
49-53,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,4,3944,2,700,1690,4830
54-58,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,1,840.5,0,0,596,1759.5
24-28,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,4,926.54,3,500,942,1314.54
24-28,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_LENSES,F,null,null,null,1,100,1,0,345,1069
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,39,4035,44,6045,6910,4531
29-33,REGION_NORTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,5,1492,1,107,997,2173
34-38,REGION_NORTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,5,4716,0,0,829,4859
59-63,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,M,null,null,null,4,1335,10,6660.5,7101.5,2154
49-53,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,6,10431.45,6,15104,16103,11046.45
39-43,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,0,0,2,193.63,378.63,334
39-43,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,20,45493.16,18,21112.83,21842.83,45870.16
44-48,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,1,1950,3,6271,7001,2293
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,5,1860,4,2239.5,2929.5,2001
34-38,REGION_NORTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,M,null,null,null,4,4024,0,0,235,4957
44-48,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,28,8138.21,21,4996.75,5842.75,9007.21
29-33,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,4,8565,1,506,886,9361
29-33,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_LENSES,M,null,null,null,3,816.3,6,923,1749,1217.3
29-33,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,0,0,3,1346.5,1612.5,534
24-28,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,28,17299,4,6659.41,7427.41,18159
59-63,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,4,1116.65,25,2323.68,2794.68,1778.65
24-28,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,M,null,null,null,26,27644,8,7469,8116,27987
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,3,2500,0,0,858,2883
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,0,0,4,725,810,762
59-63,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,1,837,0,0,988,1364
49-53,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,26,2525,10,1315,1956,3037
29-33,REGION_WALES,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,7,4604.77,1,67,718,5164.77
44-48,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,6,9228.56,3,9873,10746,9482.56
0-18,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,7,647.66,39,5911.43,5953.43,856.66
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,11,8796.5,0,0,974,9622.5
34-38,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,5,4247.86,1,0,51,4898.86
24-28,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,71,10152.9,22,3694.9,3801.9,11074.9
29-33,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,56,46713.41,30,22339.12,23296.12,47261.41
29-33,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,1594,141756.97,1544,152149.58,152353.58,142197.97
39-43,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,3,2170,2,1326,2158,2278
19-23,REGION_NORTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,2,1107,1,1800,2366,2069
39-43,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,0,0,6,660,1133,202
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,102,15740.4,107,13169,14123,16228.4
54-58,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,8,19456.57,3,7293,7905,20422.57
24-28,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,5,3165.85,1,208,780,3290.85
24-28,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,19,12250.5,8,3748,4113,13229.5
39-43,REGION_WALES,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,3,3243.58,0,0,11,3582.58
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,12,1450,18,4233.63,4893.63,2419
59-63,REGION_WALES,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,1,0,1,0,620,719
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,7,14526.68,25,33079.58,33714.58,14648.68
49-53,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,13,1999.07,7,1152.56,1879.56,2317.07
49-53,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,58,4817.66,46,6806.67,7488.67,5536.66
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,79,10753.64,93,14051.46,14101.46,11714.64
