ageGroup,region,relation,gender,planClassKey,industryKey,operatorTypeKey,memberCount
36-45,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,388
56-60,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,301
56-60,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,9
36-45,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,129
71-75,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,174
46-55,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,172
0-18,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,236
61-65,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,145
71-75,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,500
19-25,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,36
66-70,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,99
76+,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,109
61-65,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,101
46-55,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,162
36-45,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,320
76+,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,80
61-65,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,358
26-35,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,63
46-55,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,315
71-75,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,74
61-65,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,188
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,19
56-60,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,393
26-35,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,F,null,null,null,55
56-60,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,265
26-35,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,289
26-35,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,300
46-55,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,460
46-55,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,375
76+,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,389
26-35,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,451
36-45,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,45
61-65,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,127
56-60,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,173
26-35,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,77
46-55,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,336
46-55,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,127
26-35,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,183
46-55,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,21
26-35,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,478
36-45,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,356
76+,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,178
19-25,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,370
36-45,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,398
19-25,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,143
26-35,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,12
46-55,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,435
0-18,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,279
19-25,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,4
0-18,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,251
46-55,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,306
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,273
66-70,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,199
66-70,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,147
71-75,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,467
61-65,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,420
66-70,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,358
46-55,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,498
61-65,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,65
56-60,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,44
76+,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,352
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,394
46-55,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,69
66-70,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,306
19-25,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,344
46-55,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,307
26-35,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,25
56-60,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,41
66-70,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,255
26-35,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,226
26-35,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,109
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,370
0-18,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,338
36-45,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,171
76+,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,56
19-25,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,419
61-65,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,164
26-35,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,64
26-35,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,111
61-65,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,63
36-45,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,479
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,69
56-60,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,143
36-45,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,336
19-25,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,376
26-35,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,409
46-55,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,169
61-65,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,65
71-75,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,77
61-65,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,84
26-35,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,31
71-75,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,276
56-60,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,70
36-45,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,61
56-60,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,121
46-55,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,469
71-75,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,344
36-45,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,152
36-45,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,117
61-65,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,58
26-35,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,418
19-25,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,483
46-55,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,331
26-35,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,121
76+,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,422
61-65,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,244
46-55,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,228
66-70,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,127
36-45,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,160
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,314
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,252
36-45,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,49
66-70,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,226
36-45,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,205
56-60,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,300
26-35,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,37
26-35,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,328
56-60,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,439
71-75,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,42
71-75,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,424
36-45,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,157
71-75,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,192
26-35,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,19
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,80
19-25,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,104
36-45,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,66
61-65,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,175
26-35,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,101
71-75,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,180
56-60,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,334
56-60,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,117
36-45,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,484
26-35,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,77
56-60,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,220
26-35,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,275
46-55,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,228
46-55,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,182
19-25,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,91
36-45,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,329
26-35,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,59
36-45,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,229
19-25,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,333
46-55,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,259
56-60,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,195
71-75,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,63
61-65,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,309
36-45,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,232
36-45,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,483
56-60,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,29
26-35,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,468
36-45,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,396
46-55,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,49
61-65,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,38
19-25,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,79
46-55,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,465
76+,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,283
36-45,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,151
0-18,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,296
46-55,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,340
36-45,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,28
19-25,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,343
56-60,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,226
71-75,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,251
56-60,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,80
76+,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,484
61-65,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,77
56-60,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,492
66-70,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,181
61-65,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,227
26-35,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,85
26-35,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,46
56-60,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,257
26-35,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,305
46-55,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,307
19-25,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,113
56-60,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,348
26-35,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,499
46-55,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,135
46-55,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,215
36-45,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,131
46-55,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,485
56-60,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,240
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,386
19-25,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,421
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,400
76+,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,405
66-70,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,282
36-45,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,225
56-60,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,109
19-25,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,320
36-45,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,142
19-25,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,78
61-65,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,421
56-60,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,96
36-45,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,170
46-55,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,386
26-35,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,57
19-25,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,191
61-65,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,265
71-75,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,173
71-75,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,386
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,334
61-65,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,432
66-70,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,215
26-35,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,424
36-45,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,437
19-25,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,43
19-25,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,66
71-75,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,381
61-65,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,168
61-65,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,131
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,104
46-55,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,201
36-45,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,473
56-60,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,392
71-75,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,21
46-55,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,443
46-55,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,246
56-60,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,388
66-70,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,333
26-35,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,427
46-55,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,77
46-55,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,336
56-60,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,381
26-35,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,323
76+,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,92
19-25,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,401
46-55,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,68
36-45,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,233
76+,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,190
76+,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,171
26-35,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,20
66-70,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,85
66-70,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,430
0-18,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,433
36-45,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,F,null,null,null,484
61-65,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,157
71-75,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,353
56-60,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,439
61-65,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,217
66-70,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,238
0-18,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,351
36-45,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,333
46-55,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,236
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,23
26-35,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,357
19-25,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,294
36-45,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,152
66-70,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,434
26-35,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,138
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,301
36-45,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,379
61-65,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,333
61-65,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,171
61-65,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,258
26-35,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,270
71-75,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,313
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,294
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,116
26-35,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,251
46-55,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,35
19-25,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,153
26-35,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,235
46-55,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,363
36-45,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,490
46-55,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,37
46-55,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,176
46-55,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,F,null,null,null,7
76+,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,452
46-55,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,328
19-25,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,234
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,461
26-35,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,113
36-45,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,298
66-70,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,118
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,495
56-60,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,327
56-60,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,56
76+,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,250
19-25,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,249
76+,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,142
36-45,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,351
36-45,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,302
76+,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,205
19-25,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,297
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,443
76+,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,333
61-65,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,59
71-75,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,495
66-70,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,213
56-60,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,34
61-65,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,352
19-25,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,218
46-55,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,189
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,263
56-60,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,448
46-55,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,188
19-25,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,67
66-70,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,333
36-45,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,186
66-70,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,47
26-35,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,453
66-70,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,99
26-35,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,380
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,290
61-65,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,462
61-65,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,131
19-25,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,358
46-55,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,247
26-35,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,301
0-18,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,117
76+,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,208
46-55,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,162
66-70,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,57
56-60,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,333
46-55,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,40
61-65,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,96
76+,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,141
26-35,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,177
36-45,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,299
76+,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,86
26-35,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,242
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,359
61-65,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,110
46-55,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,480
46-55,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,354
46-55,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,472
19-25,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,154
76+,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,44
46-55,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,391
76+,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,148
76+,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,297
76+,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,402
19-25,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,431
56-60,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,119
